entry_idx,exit_idx,entry_time,exit_time,dir,entry_price,exit_price,qty,pnl_net,equity_after,exit_reason,holding_bars,rsi_entry,pos_range_entry,vol_ratio_entry,chg_2h_before,ema50_dist,entry_type,timing,coin,week,regime
2444,2460,2026-01-26 11:00:00,2026-01-26 15:00:00,L,87871.1787,88693.97887867126,0.022764005554417356,17.92636179188057,10239.840524091562,TP,16,56.16186506446525,0.4653343202566111,0.5742153669688717,0.15535714489105512,0.28131065976705033,FOLLOW,MID,BTC,2026-01-26,BEAR
2471,2494,2026-01-26 17:45:00,2026-01-26 23:30:00,S,87491.374325,88542.10698410368,0.022855967407390477,-24.820194512636593,10215.020329578925,SL,23,48.94353956845,0.37217864574995885,0.3974506695269473,0.05478857886416222,-0.0685046243693478,CONTRA,MID,BTC,2026-01-26,BEAR
2499,2508,2026-01-27 00:45:00,2026-01-27 03:00:00,S,88249.76055,88875.56032899338,0.02265955156747448,-14.983058431487061,10200.037271147437,SL,9,56.801919864215776,0.7187334158853684,0.7202400720160415,0.2547250127703071,0.37123585583190744,CONTRA,EARLY,BTC,2026-01-26,BEAR
2513,2535,2026-01-27 04:15:00,2026-01-27 09:45:00,S,88751.68525,87875.90010614177,0.02253140314313074,18.936734676663118,10218.9740058241,TP,22,61.900456230716856,0.770432255721027,0.7520693584614626,0.3115753988741199,0.5892733515958201,CONTRA,EARLY,BTC,2026-01-26,BEAR
2550,2552,2026-01-27 13:30:00,2026-01-27 14:00:00,S,87765.733165,88139.86970580024,0.022784518830835203,-9.326105963378575,10209.647899860722,SL,2,48.73487952958004,0.6144304320860015,1.0328962250767537,-0.012157018689995525,-0.1158963762600376,FOLLOW,MID,BTC,2026-01-26,BEAR
2558,2560,2026-01-27 15:30:00,2026-01-27 16:00:00,L,87604.23866500001,88601.23632371366,0.022833370057003508,21.96014352407734,10231.608043384798,TP,2,42.44958998095815,0.14930243024302053,1.4971261179154403,-0.3881628511334223,-0.4260218891481444,CONTRA,EARLY,BTC,2026-01-26,BEAR
2569,2577,2026-01-27 18:15:00,2026-01-27 20:15:00,L,87652.74594000001,89070.74539924205,0.02282073400608857,31.55319652244401,10263.161239907242,TP,8,47.793400381720545,0.356865491119742,0.6629323735595468,-0.5798171119628881,-0.21751363094535728,CONTRA,MID,BTC,2026-01-26,BEAR
2613,2633,2026-01-28 05:15:00,2026-01-28 10:15:00,L,88892.63189500001,89659.02603125901,0.0225024274493611,16.4421593030941,10279.603399210337,TP,20,42.57762772046073,0.07737914259652472,0.8787696060683571,-0.20106327652266165,-0.04676724116074098,CONTRA,EARLY,BTC,2026-01-26,BEAR
2651,2663,2026-01-28 14:45:00,2026-01-28 17:45:00,S,89650.650385,90348.11596314183,0.022305471197502678,-16.36028982416495,10263.243109386172,SL,12,47.06527614683234,0.2541541110632903,1.6681059487603,-0.41898727141347347,0.13038635715505512,FOLLOW,LATE,BTC,2026-01-26,BEAR
2677,2746,2026-01-28 21:15:00,2026-01-29 14:30:00,S,89162.72358500001,87594.03501624365,0.02242753383473823,34.3889723151408,10297.632081701313,TP,69,43.67393989529599,0.17571015478822627,0.26712045042567073,-0.2583646824766417,-0.3460268510344516,FOLLOW,LATE,BTC,2026-01-26,BEAR
2752,2790,2026-01-29 16:00:00,2026-01-30 01:30:00,S,84885.16531499999,83050.11924263842,0.023557708730133492,42.43824677524512,10340.070328476559,TP,38,17.954372221804014,0.10745694875980977,1.6488294026671735,-3.6516275881044113,-3.2070656580344337,FOLLOW,LATE,BTC,2026-01-26,BEAR
2804,2839,2026-01-30 05:00:00,2026-01-30 13:45:00,S,82894.064025,82896.63263000001,0.024123560878821323,-0.8618562918711481,10339.208472184688,SIGNAL_FLIP,35,45.78265384823002,0.5503210774563864,0.23132557847320456,0.709388653181553,-1.1322236075676444,CONTRA,MID,BTC,2026-01-26,BEAR
2893,2912,2026-01-31 03:15:00,2026-01-31 08:00:00,S,84125.879225,83170.41289925217,0.023770331061285857,21.91641323111236,10361.1248854158,TP,19,54.41883992413179,0.6906622788975831,0.44772471321390084,0.02651952098371435,0.36523152236933537,CONTRA,MID,BTC,2026-01-26,BEAR
2918,2937,2026-01-31 09:30:00,2026-01-31 14:15:00,S,82977.15156000001,81981.91094723133,0.024099405226679003,23.18962376652588,10384.314509182326,TP,19,39.748073613489446,0.4222178555053429,0.7394068791335865,-0.32081972615872756,-0.5431026185247808,FOLLOW,MID,BTC,2026-01-26,BEAR
2946,2948,2026-01-31 16:30:00,2026-01-31 17:00:00,S,81066.43821000001,79122.959532376,0.024667421489764252,47.150315818860506,10431.464825001187,TP,2,27.091660813046733,0.19294520803069265,0.7652905095301491,-0.019020799367608365,-1.9482444344063967,FOLLOW,LATE,BTC,2026-01-26,BEAR
2953,2954,2026-01-31 18:15:00,2026-01-31 18:30:00,S,78584.110615,75945.86172859932,0.025446619989083402,66.34806375223019,10497.812888753417,TP,1,16.170154423980126,0.1000060015604046,0.8522413783619246,-3.3037118348267502,-4.013203455780147,FOLLOW,LATE,BTC,2026-01-26,BEAR
3014,3033,2026-02-01 09:30:00,2026-02-01 14:15:00,S,78634.10311499999,78157.92193000001,0.02543044201922796,11.312039915392397,10509.124928668809,SIGNAL_FLIP,19,54.85097992007,0.8329163688348838,0.5372629962663797,0.37446841019634913,-0.004154904118087947,CONTRA,MID,BTC,2026-01-26,BEAR
3050,3068,2026-02-01 18:30:00,2026-02-01 23:00:00,S,78104.582555,76313.73652180201,0.025602851133502226,45.06005454386926,10554.184983212679,TP,18,50.92532231942516,0.6449443039337018,0.2931819549011351,0.9428550339342312,-0.2542434539177472,CONTRA,MID,BTC,2026-01-26,BEAR
3073,3086,2026-02-02 00:15:00,2026-02-02 03:30:00,S,77496.3738,74784.58768997034,0.025803787996077823,69.18846874468863,10623.373451957368,TP,13,56.48436908498042,0.936616791354946,1.30477504535022,0.957245372860438,0.4266040244555426,CONTRA,EARLY,BTC,2026-02-02,BEAR
